# LOG :	Values-20140715.172418-A1-Bijk-1D-2.txt 
	Created on 20140715.172418 by pdwan.
# RUNNING : 	./A1-Bijk-1D-cblas -i 50 10 
# Initialize matrix <50> x <50> |A| ... 
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
# Initialize matrix <50> x <50> |B| ... 
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
# Initialize matrix <50> x <50> |C|  for Straight-forward IJK manual computation .. 
# |C| : <50> x <50> matrix computed values : MANUAL straightforward IJK ... 
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
1275	2550	3825	5100	6375	7650	8925	10200	11475	12750	14025	15300	16575	17850	19125	20400	21675	22950	24225	25500	26775	28050	29325	30600	31875	33150	34425	35700	36975	38250	39525	40800	42075	43350	44625	45900	47175	48450	49725	51000	52275	53550	54825	56100	57375	58650	59925	61200	62475	63750	
